player_id,league_id,team_id,footballer_id,footballer_name_footballer,age,club,league_name,position,position_acronym,contract,market_value,height,feet,rating,potential,goalkeeping,mental,physical,technical,aerial-reach,command-of-area,communication,eccentricity,first-touch,handling,kicking,one-on-ones,passing,punching-tendency,reflexes,rushing-out-tendency,throwing,aggression,anticipation,bravery,composure,concentration,decisions,determination,flair,leadership,off-the-ball,positioning,teamwork,vision,work-rate,acceleration,agility,balance,jumping-reach,natural-fitness,pace,stamina,strength,free-kick-taking,penalty-taking,technique,corners,crossing,dribbling,finishing,heading,long-shots,long-throws,marking,tackling,num_players,avg_age,total_squad_value,country,num_legionnaires,avg_marketing_val,num_teams,players,avg_marketing_val_league,avg_age_league
60,tr1,3,60,Göktuğ Baytekin,20,Besiktas JK,Süper Lig,Goalkeeper,GK,"Jun 30, 2027",€50k,"1,86m",right,40,,45,45,50,25,55,45,35,25,25,60,40,65,35,60,65,30,50,50,60,40,50,55,50,65,10,35,15,55,50,45,45,40,65,40,60,70,40,45,45,20,15,40,0,0,0,0,0,0,0,0,0,31,26.3,€139.48m,Türkiye,16,€4.50m,19 teams,563,€2.04m,26.5
61,tr1,3,61,Felix Uduokhai,27,Besiktas JK,Süper Lig,Centre-Back,DC,"Jun 30, 2025",€8.50m,"1,93m",left,67,70.0,0,65,65,50,0,0,0,0,55,0,0,0,60,0,0,0,0,75,65,80,65,65,60,65,50,75,40,65,60,55,65,60,60,75,80,55,65,60,80,20,30,60,15,40,55,30,70,30,60,70,70,31,26.3,€139.48m,Türkiye,16,€4.50m,19 teams,563,€2.04m,26.5
62,tr1,3,62,Emirhan Topçu,24,Besiktas JK,Süper Lig,Centre-Back,DC,"Jun 30, 2028",€5.00m,"1,88m",left,58,70.0,0,60,65,40,0,0,0,0,50,0,0,0,55,0,0,0,0,75,70,70,60,65,60,80,25,55,40,65,60,50,70,60,60,60,70,75,55,65,65,25,35,45,20,25,35,25,65,20,30,70,70,31,26.3,€139.48m,Türkiye,16,€4.50m,19 teams,563,€2.04m,26.5
63,tr1,3,63,Tayyip Talha Sanuç,24,Besiktas JK,Süper Lig,Centre-Back,DC,"Jun 30, 2027",€2.80m,"1,88m",right,63,67.0,0,60,65,45,0,0,0,0,50,0,0,0,50,0,0,0,0,65,65,70,65,70,60,75,60,45,35,70,70,45,70,60,60,60,75,70,60,65,70,25,20,65,25,30,50,40,70,20,30,70,70,31,26.3,€139.48m,Türkiye,16,€4.50m,19 teams,563,€2.04m,26.5
64,tr1,3,64,Gabriel Paulista,34,Besiktas JK,Süper Lig,Centre-Back,DC,"Jun 30, 2027",€2.00m,"1,85m",right,71,78.0,0,70,70,50,0,0,0,0,60,0,0,0,60,0,0,0,0,85,75,80,55,70,65,85,30,75,50,70,75,50,85,70,60,70,75,65,65,70,75,35,30,60,25,40,45,40,75,50,50,70,75,31,26.3,€139.48m,Türkiye,16,€4.50m,19 teams,563,€2.04m,26.5
65,tr1,3,65,Necip Uysal,33,Besiktas JK,Süper Lig,Centre-Back,DC,"Jun 30, 2025",€650k,"1,80m",right,63,63.0,0,65,65,45,0,0,0,0,50,0,0,0,50,0,0,0,0,80,65,90,65,75,60,85,25,75,40,60,85,55,80,60,60,65,70,75,50,70,70,20,35,50,20,40,45,20,70,25,30,70,75,31,26.3,€139.48m,Türkiye,16,€4.50m,19 teams,563,€2.04m,26.5
66,tr1,3,66,Arthur Masuaku,31,Besiktas JK,Süper Lig,Left-Back,DL,"Jun 30, 2025",€4.00m,"1,79m",left,63,70.0,0,60,65,60,0,0,0,0,70,0,0,0,75,0,0,0,0,50,60,50,75,70,70,65,75,40,70,50,70,65,60,65,70,60,40,75,60,70,60,70,55,75,70,70,80,35,35,65,50,50,55,31,26.3,€139.48m,Türkiye,16,€4.50m,19 teams,563,€2.04m,26.5
67,tr1,3,67,Emrecan Terzi,20,Besiktas JK,Süper Lig,Left-Back,DL,"Jun 30, 2027",€300k,"1,77m",left,48,,0,55,55,45,0,0,0,0,60,0,0,0,60,0,0,0,0,65,50,60,55,50,55,75,65,20,50,55,65,60,70,60,65,55,40,70,60,50,50,35,30,70,30,50,60,30,35,50,50,40,60,31,26.3,€139.48m,Türkiye,16,€4.50m,19 teams,563,€2.04m,26.5
68,tr1,3,68,Jonas Svensson,31,Besiktas JK,Süper Lig,Right-Back,DR,"Jun 30, 2025",€1.80m,"1,70m",right,65,69.0,0,65,70,50,0,0,0,0,60,0,0,0,65,0,0,0,0,80,60,90,60,75,60,80,50,50,45,65,80,55,90,70,70,70,45,90,60,85,55,45,50,55,35,55,45,35,35,35,60,60,65,31,26.3,€139.48m,Türkiye,16,€4.50m,19 teams,563,€2.04m,26.5
69,tr1,3,69,Onur Bulut,30,Besiktas JK,Süper Lig,Right-Back,DR,"Jun 30, 2026",€1.70m,"1,79m",right,60,63.0,0,65,65,50,0,0,0,0,60,0,0,0,60,0,0,0,0,70,60,70,60,65,60,80,50,55,60,55,80,55,80,65,65,65,55,80,60,70,55,60,45,60,35,50,65,40,40,50,50,50,60,31,26.3,€139.48m,Türkiye,16,€4.50m,19 teams,563,€2.04m,26.5
70,tr1,3,70,Moatasem Al-Musrati,28,Besiktas JK,Süper Lig,Defensive Midfield,"DM, MC","Jun 30, 2027",€13.00m,"1,89m",right,73,74.0,0,65,65,55,0,0,0,0,70,0,0,0,80,0,0,0,0,65,75,65,85,80,75,70,25,55,40,80,75,80,60,50,55,75,70,70,60,70,80,35,45,70,35,50,55,55,60,65,40,65,70,31,26.3,€139.48m,Türkiye,16,€4.50m,19 teams,563,€2.04m,26.5
71,tr1,3,71,Jean Onana,24,Besiktas JK,Süper Lig,Defensive Midfield,MC,"Jun 30, 2027",€3.70m,"1,89m",right,58,72.0,0,60,65,55,0,0,0,0,60,0,0,0,60,0,0,0,0,85,65,65,55,70,65,75,45,40,40,50,70,60,60,65,55,65,70,65,60,65,70,45,50,50,40,30,60,45,70,45,45,65,70,31,26.3,€139.48m,Türkiye,16,€4.50m,19 teams,563,€2.04m,26.5
72,tr1,3,72,Gedson Fernandes,25,Besiktas JK,Süper Lig,Central Midfield,"DM, MC","Jun 30, 2027",€17.00m,"1,83m",right,68,73.0,0,65,75,50,0,0,0,0,70,0,0,0,60,0,0,0,0,60,60,80,60,70,60,85,80,50,60,50,85,55,85,75,70,80,55,90,70,85,70,40,50,70,35,40,80,40,45,40,35,50,70,31,26.3,€139.48m,Türkiye,16,€4.50m,19 teams,563,€2.04m,26.5
73,tr1,3,73,Cher Ndour,20,Besiktas JK,Süper Lig,Central Midfield,"MC, AMC","Jun 30, 2025",€4.00m,"1,90m",both,55,,0,55,60,55,0,0,0,0,65,0,0,0,65,0,0,0,0,55,55,55,70,60,60,60,75,30,40,60,60,65,55,60,55,60,65,65,60,65,65,50,40,65,55,55,60,50,55,50,25,55,60,31,26.3,€139.48m,Türkiye,16,€4.50m,19 teams,563,€2.04m,26.5
74,tr1,3,74,João Mário,31,Besiktas JK,Süper Lig,Central Midfield,"MC, MR, ML, AML, AMC","Jun 30, 2025",€3.80m,"1,79m",right,71,78.0,0,60,65,60,0,0,0,0,75,0,0,0,80,0,0,0,0,50,40,40,90,45,75,55,60,65,70,50,55,75,40,60,65,80,45,70,65,60,55,60,90,80,70,70,70,70,35,55,20,30,35,31,26.3,€139.48m,Türkiye,16,€4.50m,19 teams,563,€2.04m,26.5
75,tr1,3,75,Salih Uçan,30,Besiktas JK,Süper Lig,Central Midfield,"DM, MC","Jun 30, 2026",€3.60m,"1,82m",right,63,68.0,0,70,60,55,0,0,0,0,70,0,0,0,75,0,0,0,0,70,70,60,65,70,70,75,70,50,65,65,75,70,70,50,55,60,60,70,50,70,60,50,70,75,60,60,65,30,60,45,20,35,65,31,26.3,€139.48m,Türkiye,16,€4.50m,19 teams,563,€2.04m,26.5
76,tr1,3,76,Alex Oxlade-Chamberlain,31,Besiktas JK,Süper Lig,Central Midfield,MC,"Jun 30, 2026",€3.00m,"1,80m",right,68,79.0,0,65,65,60,0,0,0,0,75,0,0,0,70,0,0,0,0,55,70,60,70,65,65,65,75,45,75,40,60,70,80,70,70,70,40,60,65,60,70,55,60,75,45,65,80,60,40,65,30,50,60,31,26.3,€139.48m,Türkiye,16,€4.50m,19 teams,563,€2.04m,26.5
77,tr1,3,77,Fahri Ay,19,Besiktas JK,Süper Lig,Central Midfield,MC,"Jun 30, 2028",€125k,"1,78m",left,38,,0,55,55,40,0,0,0,0,50,0,0,0,60,0,0,0,0,60,40,70,40,40,50,75,70,25,50,40,60,55,70,60,60,50,40,70,50,45,50,20,35,65,25,35,60,40,35,55,10,30,20,31,26.3,€139.48m,Türkiye,16,€4.50m,19 teams,563,€2.04m,26.5
78,tr1,3,78,Bakhtiyor Zaynutdinov,26,Besiktas JK,Süper Lig,Attacking Midfield,ML,"Jun 30, 2027",€4.00m,"1,83m",left,63,66.0,0,65,65,55,0,0,0,0,60,0,0,0,60,0,0,0,0,70,70,70,60,70,60,70,60,50,40,60,75,50,70,60,50,60,70,75,65,70,60,60,50,60,45,50,60,40,70,60,40,60,65,31,26.3,€139.48m,Türkiye,16,€4.50m,19 teams,563,€2.04m,26.5
79,tr1,3,79,Semih Kılıçsoy,19,Besiktas JK,Süper Lig,Left Winger,ST,"Jun 30, 2028",€15.00m,"1,78m",right,58,,0,55,65,45,0,0,0,0,65,0,0,0,45,0,0,0,0,70,60,60,60,50,45,85,75,35,60,25,50,50,60,70,70,70,40,80,60,60,70,30,55,70,20,30,70,70,40,60,20,15,25,31,26.3,€139.48m,Türkiye,16,€4.50m,19 teams,563,€2.04m,26.5
80,tr1,3,80,Ernest Muci,23,Besiktas JK,Süper Lig,Left Winger,"AMC, ST","Jun 30, 2027",€12.00m,"1,80m",both,58,74.0,0,50,55,55,0,0,0,0,65,0,0,0,60,0,0,0,0,35,50,35,65,55,60,70,80,20,60,30,60,60,40,70,65,50,55,60,70,50,35,40,70,75,45,65,70,65,60,70,25,25,35,31,26.3,€139.48m,Türkiye,16,€4.50m,19 teams,563,€2.04m,26.5
81,tr1,3,81,Arda Kılıç,19,Besiktas JK,Süper Lig,Left Winger,DC,"Jun 30, 2028",€75k,"1,79m",right,28,,0,40,45,35,0,0,0,0,30,0,0,0,35,0,0,0,0,35,30,55,40,35,50,50,15,25,40,35,50,30,55,55,35,35,50,65,50,40,30,15,20,35,20,35,30,10,50,25,35,55,60,31,26.3,€139.48m,Türkiye,16,€4.50m,19 teams,563,€2.04m,26.5
82,tr1,3,82,Milot Rashica,28,Besiktas JK,Süper Lig,Right Winger,AMR,"Jun 30, 2027",€8.00m,"1,78m",right,65,73.0,0,65,65,55,0,0,0,0,65,0,0,0,60,0,0,0,0,70,60,65,60,70,65,70,70,35,60,45,80,55,75,70,75,60,35,65,70,70,60,45,50,70,60,60,70,60,30,60,35,50,35,31,26.3,€139.48m,Türkiye,16,€4.50m,19 teams,563,€2.04m,26.5
83,tr1,3,83,Can Keleş,23,Besiktas JK,Süper Lig,Right Winger,AML,"Jun 30, 2028",€2.20m,"1,80m",left,58,66.0,0,55,60,45,0,0,0,0,60,0,0,0,55,0,0,0,0,50,50,50,50,55,50,75,35,40,70,35,60,60,65,70,60,55,50,60,70,60,60,30,35,65,35,55,70,50,45,55,35,30,40,31,26.3,€139.48m,Türkiye,16,€4.50m,19 teams,563,€2.04m,26.5
84,tr1,3,84,Rafa,31,Besiktas JK,Süper Lig,Second Striker,"AMR, AML, AMC","Jun 30, 2027",€14.00m,"1,72m",right,78,79.0,0,60,70,55,0,0,0,0,70,0,0,0,70,0,0,0,0,65,65,55,50,55,60,65,95,50,85,35,45,65,55,90,90,75,25,80,85,65,30,55,60,75,55,55,80,60,25,60,25,30,45,31,26.3,€139.48m,Türkiye,16,€4.50m,19 teams,563,€2.04m,26.5
85,tr1,3,85,Ciro Immobile,34,Besiktas JK,Süper Lig,Centre-Forward,ST,"Jun 30, 2026",€3.80m,"1,85m",right,75,83.0,0,70,65,50,0,0,0,0,60,0,0,0,60,0,0,0,0,70,95,75,70,60,60,99,60,75,95,15,80,55,90,65,65,80,55,70,65,70,65,20,95,60,20,20,60,85,80,60,20,20,35,31,26.3,€139.48m,Türkiye,16,€4.50m,19 teams,563,€2.04m,26.5
86,tr1,3,86,Mustafa Hekimoğlu,17,Besiktas JK,Süper Lig,Centre-Forward,ST,"Jun 30, 2027",€2.00m,"1,86m",right,40,,0,50,60,40,0,0,0,0,50,0,0,0,40,0,0,0,0,50,45,55,55,40,40,80,70,40,50,20,60,40,50,60,55,60,55,75,55,40,60,20,40,60,25,25,60,60,60,40,20,25,20,31,26.3,€139.48m,Türkiye,16,€4.50m,19 teams,563,€2.04m,26.5
87,tr1,4,87,Uğurcan Çakır,28,Trabzonspor,Süper Lig,Goalkeeper,GK,"Jun 30, 2027",€8.50m,"1,91m",right,68,75.0,55,60,65,25,65,65,65,25,50,55,60,80,50,50,85,30,60,50,70,65,65,65,60,85,25,70,15,70,65,45,65,40,80,65,70,70,45,70,65,5,20,50,0,0,0,0,0,0,0,0,0,32,26.1,€105.15m,Türkiye,14,€3.29m,19 teams,563,€2.04m,26.5
88,tr1,4,88,Onuralp Çevikkan,18,Trabzonspor,Süper Lig,Goalkeeper,GK,"Jun 30, 2028",€1.50m,"1,92m",right,35,,50,40,55,30,60,40,35,25,45,55,50,55,55,50,65,60,55,65,45,55,45,40,40,70,15,20,10,40,50,45,45,30,55,50,70,75,55,35,50,25,20,45,0,0,0,0,0,0,0,0,0,32,26.1,€105.15m,Türkiye,14,€3.29m,19 teams,563,€2.04m,26.5
89,tr1,4,89,Taha Tepe,23,Trabzonspor,Süper Lig,Goalkeeper,GK,"Jun 30, 2027",€150k,"1,86m",right,48,65.0,45,45,55,40,50,50,55,25,30,45,60,55,50,45,65,30,45,15,45,65,60,60,55,45,5,45,30,60,60,55,55,45,55,55,55,60,45,60,60,45,20,55,0,0,0,0,0,0,0,0,0,32,26.1,€105.15m,Türkiye,14,€3.29m,19 teams,563,€2.04m,26.5
90,tr1,4,90,Serdar Saatçı,21,Trabzonspor,Süper Lig,Centre-Back,DC,"Jun 30, 2028",€3.50m,"1,90m",right,63,,0,60,70,50,0,0,0,0,65,0,0,0,65,0,0,0,0,75,65,75,60,45,60,65,30,40,40,60,70,60,65,65,55,70,65,75,70,65,75,25,30,70,45,35,60,40,60,30,30,65,80,32,26.1,€105.15m,Türkiye,14,€3.29m,19 teams,563,€2.04m,26.5
91,tr1,4,91,Arseniy Batagov,22,Trabzonspor,Süper Lig,Centre-Back,"DC, DM","Jun 30, 2028",€2.80m,"1,85m",left,57,70.0,0,55,60,50,0,0,0,0,60,0,0,0,65,0,0,0,0,65,65,60,60,55,55,40,40,55,35,60,70,55,70,60,45,60,70,60,60,65,60,30,35,55,35,30,45,25,65,45,45,65,70,32,26.1,€105.15m,Türkiye,14,€3.29m,19 teams,563,€2.04m,26.5
92,tr1,4,92,Stefano Denswil,31,Trabzonspor,Süper Lig,Centre-Back,DC,"Jun 30, 2025",€2.60m,"1,88m",left,60,65.0,0,60,65,55,0,0,0,0,60,0,0,0,65,0,0,0,0,75,60,70,55,60,55,60,45,70,40,60,70,55,60,55,55,70,65,70,50,65,70,55,60,65,55,45,55,30,70,30,50,70,70,32,26.1,€105.15m,Türkiye,14,€3.29m,19 teams,563,€2.04m,26.5
93,tr1,4,93,Stefan Savic,33,Trabzonspor,Süper Lig,Centre-Back,DC,"Jun 30, 2027",€2.00m,"1,87m",right,71,78.0,0,70,60,50,0,0,0,0,55,0,0,0,60,0,0,0,0,70,85,70,75,75,75,75,40,65,40,75,75,55,75,60,55,50,65,50,60,65,70,30,45,55,35,40,40,45,65,40,50,75,70,32,26.1,€105.15m,Türkiye,14,€3.29m,19 teams,563,€2.04m,26.5
94,tr1,4,94,Hüseyin Türkmen,26,Trabzonspor,Süper Lig,Centre-Back,DC,"Jun 30, 2027",€200k,"1,83m",right,53,63.0,0,55,60,40,0,0,0,0,40,0,0,0,55,0,0,0,0,50,55,65,50,60,55,65,40,50,45,60,65,40,65,65,60,60,60,45,65,65,65,25,25,45,20,30,40,20,60,25,40,65,60,32,26.1,€105.15m,Türkiye,14,€3.29m,19 teams,563,€2.04m,26.5
95,tr1,4,95,Ali Şahin Yılmaz,20,Trabzonspor,Süper Lig,Centre-Back,DC,"Jun 30, 2027",€100k,"1,85m",right,45,,0,60,60,40,0,0,0,0,55,0,0,0,60,0,0,0,0,75,55,75,60,50,55,90,60,70,65,45,40,55,60,65,60,45,55,65,55,55,70,20,25,60,20,25,65,25,40,15,30,45,55,32,26.1,€105.15m,Türkiye,14,€3.29m,19 teams,563,€2.04m,26.5
96,tr1,4,96,Eren Elmalı,24,Trabzonspor,Süper Lig,Left-Back,DL,"Jun 30, 2027",€4.00m,"1,81m",left,60,65.0,0,55,70,50,0,0,0,0,55,0,0,0,60,0,0,0,0,60,60,70,60,65,55,65,40,40,50,50,70,40,70,75,65,70,50,75,80,75,65,15,40,60,55,65,55,25,50,40,50,55,50,32,26.1,€105.15m,Türkiye,14,€3.29m,19 teams,563,€2.04m,26.5
97,tr1,4,97,Borna Barisic,32,Trabzonspor,Süper Lig,Left-Back,"DL, WBL","Jun 30, 2026",€3.00m,"1,86m",left,63,68.0,0,50,60,65,0,0,0,0,45,0,0,0,65,0,0,0,0,40,55,30,60,35,50,50,40,50,70,60,70,65,55,65,60,65,55,65,60,70,55,80,70,65,85,85,60,55,35,65,60,50,60,32,26.1,€105.15m,Türkiye,14,€3.29m,19 teams,563,€2.04m,26.5
98,tr1,4,98,Arif Boşluk,21,Trabzonspor,Süper Lig,Left-Back,DL,"Jun 30, 2028",€275k,"1,84m",left,48,68.0,0,55,55,45,0,0,0,0,55,0,0,0,60,0,0,0,0,30,55,55,65,65,65,80,40,25,55,45,55,55,65,60,60,50,55,65,55,55,50,35,40,60,30,60,50,35,40,35,40,55,65,32,26.1,€105.15m,Türkiye,14,€3.29m,19 teams,563,€2.04m,26.5
99,tr1,4,99,Pedro Malheiro,23,Trabzonspor,Süper Lig,Right-Back,"DR, WBR","Jun 30, 2028",€5.00m,"1,79m",right,67,72.0,0,65,60,55,0,0,0,0,65,0,0,0,65,0,0,0,0,60,70,70,60,60,65,75,70,40,75,50,60,65,75,70,65,60,40,70,70,70,50,40,30,70,55,70,70,55,50,40,55,55,80,32,26.1,€105.15m,Türkiye,14,€3.29m,19 teams,563,€2.04m,26.5
100,tr1,4,100,Serkan Asan,25,Trabzonspor,Süper Lig,Right-Back,"DR, WBR","Jun 30, 2026",€325k,"1,70m",right,53,60.0,0,55,60,40,0,0,0,0,60,0,0,0,55,0,0,0,0,70,40,75,40,60,40,75,40,35,40,45,70,40,85,80,75,45,40,50,75,70,45,25,25,55,25,50,50,25,35,20,45,50,60,32,26.1,€105.15m,Türkiye,14,€3.29m,19 teams,563,€2.04m,26.5
101,tr1,4,101,Batista Mendy,24,Trabzonspor,Süper Lig,Defensive Midfield,DM,"Jun 30, 2027",€10.00m,"1,91m",right,63,71.0,0,65,70,50,0,0,0,0,60,0,0,0,65,0,0,0,0,65,65,75,75,60,60,75,55,45,35,65,65,65,70,55,65,70,75,65,55,75,80,40,30,65,40,45,55,40,70,35,20,65,65,32,26.1,€105.15m,Türkiye,14,€3.29m,19 teams,563,€2.04m,26.5
102,tr1,4,102,John Lundstram,30,Trabzonspor,Süper Lig,Defensive Midfield,"DM, MC","Jun 30, 2027",€4.00m,"1,81m",right,65,67.0,0,65,65,55,0,0,0,0,55,0,0,0,65,0,0,0,0,75,60,70,70,55,60,85,40,70,55,65,70,65,80,70,50,55,55,85,65,90,60,45,40,60,45,55,55,55,30,50,60,60,60,32,26.1,€105.15m,Türkiye,14,€3.29m,19 teams,563,€2.04m,26.5
103,tr1,4,103,Okay Yokuşlu,30,Trabzonspor,Süper Lig,Defensive Midfield,"DM, MC","Jun 30, 2027",€3.00m,"1,91m",right,68,73.0,0,65,65,60,0,0,0,0,75,0,0,0,75,0,0,0,0,60,75,65,70,55,60,60,65,60,65,70,75,65,70,50,50,75,75,65,60,70,75,60,65,75,40,50,55,60,75,60,25,65,75,32,26.1,€105.15m,Türkiye,14,€3.29m,19 teams,563,€2.04m,26.5
104,tr1,4,104,Salih Malkoçoğlu,19,Trabzonspor,Süper Lig,Defensive Midfield,DM,"Jun 30, 2028",€100k,"1,90m",right,38,,0,50,55,40,0,0,0,0,65,0,0,0,50,0,0,0,0,65,65,45,45,35,40,80,25,50,35,55,45,45,65,35,55,55,80,70,50,40,55,35,10,50,10,30,40,35,50,50,10,55,60,32,26.1,€105.15m,Türkiye,14,€3.29m,19 teams,563,€2.04m,26.5
105,tr1,4,105,Ozan Tufan,29,Trabzonspor,Süper Lig,Central Midfield,"AMC, ST","Jun 30, 2027",€3.00m,"1,82m",right,63,70.0,0,60,65,60,0,0,0,0,65,0,0,0,75,0,0,0,0,80,55,80,65,50,55,60,55,55,55,55,75,65,65,60,50,70,55,70,60,55,80,20,75,65,30,35,70,75,60,75,40,60,65,32,26.1,€105.15m,Türkiye,14,€3.29m,19 teams,563,€2.04m,26.5
106,tr1,4,106,Umut Güneş,24,Trabzonspor,Süper Lig,Central Midfield,"DM, MC","Jun 30, 2027",€2.70m,"1,77m",left,58,63.0,0,60,65,50,0,0,0,0,60,0,0,0,65,0,0,0,0,60,55,65,65,70,65,65,50,55,55,50,70,65,70,60,60,65,55,75,50,70,65,45,25,60,35,40,45,50,45,40,40,65,60,32,26.1,€105.15m,Türkiye,14,€3.29m,19 teams,563,€2.04m,26.5
107,tr1,4,107,Enis Bardhi,29,Trabzonspor,Süper Lig,Attacking Midfield,"MC, AMC","Jun 30, 2025",€6.00m,"1,72m",right,60,73.0,0,60,55,60,0,0,0,0,70,0,0,0,65,0,0,0,0,55,65,55,60,65,60,80,75,40,70,40,70,60,60,55,65,55,30,70,60,60,40,85,60,75,70,60,70,60,35,85,25,35,35,32,26.1,€105.15m,Türkiye,14,€3.29m,19 teams,563,€2.04m,26.5
108,tr1,4,108,Muhammed Cham,24,Trabzonspor,Süper Lig,Attacking Midfield,"MC, AMC","Jun 30, 2028",€6.00m,"1,80m",left,62,72.0,0,55,60,55,0,0,0,0,65,0,0,0,65,0,0,0,0,50,60,60,60,55,65,60,55,45,60,50,55,65,55,70,70,60,45,55,65,65,55,65,50,70,60,55,70,70,45,70,40,35,40,32,26.1,€105.15m,Türkiye,14,€3.29m,19 teams,563,€2.04m,26.5
109,tr1,4,109,Mislav Orsic,31,Trabzonspor,Süper Lig,Left Winger,"AML, ST","Jun 30, 2025",€2.20m,"1,79m",right,70,72.0,0,50,70,60,0,0,0,0,60,0,0,0,55,0,0,0,0,30,55,25,55,55,45,65,65,20,80,55,50,55,70,80,80,70,50,80,85,60,40,70,70,65,80,55,55,80,35,90,20,30,40,32,26.1,€105.15m,Türkiye,14,€3.29m,19 teams,563,€2.04m,26.5
110,tr1,4,110,Anthony Nwakaeme,35,Trabzonspor,Süper Lig,Left Winger,"AML, ST","Jun 30, 2026",€1.30m,"1,85m",right,65,70.0,0,65,65,55,0,0,0,0,75,0,0,0,70,0,0,0,0,65,75,65,75,60,70,60,90,50,70,30,75,80,60,55,50,80,55,85,55,55,75,40,60,80,40,65,75,70,55,70,45,25,25,32,26.1,€105.15m,Türkiye,14,€3.29m,19 teams,563,€2.04m,26.5
111,tr1,4,111,Cihan Çanak,19,Trabzonspor,Süper Lig,Right Winger,AML,"Jun 30, 2027",€3.50m,"1,75m",left,49,,0,50,55,50,0,0,0,0,60,0,0,0,60,0,0,0,0,65,60,65,50,50,60,70,60,30,45,30,45,50,45,65,60,45,55,55,65,45,45,40,25,65,45,60,70,45,40,40,50,35,30,32,26.1,€105.15m,Türkiye,14,€3.29m,19 teams,563,€2.04m,26.5
112,tr1,4,112,Edin Visca,34,Trabzonspor,Süper Lig,Right Winger,"MR, AMR","Jun 30, 2025",€2.20m,"1,72m",right,65,70.0,0,60,55,55,0,0,0,0,65,0,0,0,60,0,0,0,0,55,65,35,65,65,60,70,80,60,80,35,60,65,70,65,70,55,35,70,60,60,35,55,60,65,60,85,65,70,25,70,35,35,35,32,26.1,€105.15m,Türkiye,14,€3.29m,19 teams,563,€2.04m,26.5
113,tr1,4,113,Simon Banza,28,Trabzonspor,Süper Lig,Centre-Forward,ST,"Jun 30, 2025",€16.00m,"1,89m",right,69,70.0,0,65,65,50,0,0,0,0,65,0,0,0,45,0,0,0,0,75,80,80,60,65,60,70,60,35,80,30,55,65,65,60,60,55,80,75,65,65,65,35,60,60,40,50,65,80,90,50,40,20,25,32,26.1,€105.15m,Türkiye,14,€3.29m,19 teams,563,€2.04m,26.5
114,tr1,4,114,Enis Destan,22,Trabzonspor,Süper Lig,Centre-Forward,ST,"Jun 30, 2028",€4.60m,"1,86m",right,58,70.0,0,60,60,45,0,0,0,0,65,0,0,0,55,0,0,0,0,60,70,60,65,70,60,65,55,25,60,35,70,55,65,55,55,65,65,55,60,65,65,30,65,60,20,35,45,65,70,45,30,30,35,32,26.1,€105.15m,Türkiye,14,€3.29m,19 teams,563,€2.04m,26.5
115,tr1,4,115,Denis Drăguș,25,Trabzonspor,Süper Lig,Centre-Forward,ST,"Jun 30, 2028",€4.00m,"1,85m",right,63,68.0,0,60,70,55,0,0,0,0,70,0,0,0,70,0,0,0,0,35,70,65,70,65,60,60,75,25,70,25,55,65,70,70,75,70,65,65,70,70,55,50,40,70,40,55,70,60,65,50,30,30,35,32,26.1,€105.15m,Türkiye,14,€3.29m,19 teams,563,€2.04m,26.5
116,tr1,4,116,Umut Bozok,28,Trabzonspor,Süper Lig,Centre-Forward,ST,"Jun 30, 2025",€1.80m,"1,78m",right,58,67.0,0,60,60,50,0,0,0,0,60,0,0,0,60,0,0,0,0,60,70,65,65,65,60,70,65,35,70,45,65,65,65,60,65,65,45,70,60,60,55,50,75,65,25,50,55,60,55,50,25,30,30,32,26.1,€105.15m,Türkiye,14,€3.29m,19 teams,563,€2.04m,26.5
117,tr1,4,117,Poyraz Yıldırım,19,Trabzonspor,Süper Lig,Centre-Forward,ST,"Jun 30, 2028",€800k,"1,89m",left,40,,0,45,50,50,0,0,0,0,75,0,0,0,50,0,0,0,0,30,50,40,50,40,20,40,50,35,65,40,40,50,50,45,55,40,60,70,45,35,35,40,15,50,40,50,70,70,75,45,25,40,35,32,26.1,€105.15m,Türkiye,14,€3.29m,19 teams,563,€2.04m,26.5
118,tr1,5,118,Muhammed Şengezer,27,Basaksehir FK,Süper Lig,Goalkeeper,GK,"Jun 30, 2026",€1.90m,"1,92m",right,55,65.0,55,45,55,30,65,65,60,25,45,65,65,70,55,30,65,45,55,40,50,40,70,70,50,25,5,25,10,60,60,40,60,45,65,55,75,50,55,45,60,30,15,50,0,0,0,0,0,0,0,0,0,29,27.0,€48.43m,Türkiye,13,€1.67m,19 teams,563,€2.04m,26.5
119,tr1,5,119,Deniz Dilmen,19,Basaksehir FK,Süper Lig,Goalkeeper,GK,"Jun 30, 2027",€500k,"2,00m",left,45,,50,45,60,20,70,55,55,15,40,50,65,65,45,40,55,30,55,50,60,55,35,35,40,65,10,45,10,65,55,40,50,45,50,60,85,45,55,60,70,30,10,15,0,0,0,0,0,0,0,0,0,29,27.0,€48.43m,Türkiye,13,€1.67m,19 teams,563,€2.04m,26.5
120,tr1,5,120,Volkan Babacan,36,Basaksehir FK,Süper Lig,Goalkeeper,GK,"Jun 30, 2025",€75k,"1,92m",right,60,70.0,55,55,55,25,65,65,70,25,45,65,80,55,35,65,60,40,65,45,65,65,55,70,65,60,30,70,20,65,60,40,55,35,60,60,75,70,35,50,60,30,5,35,0,0,0,0,0,0,0,0,0,29,27.0,€48.43m,Türkiye,13,€1.67m,19 teams,563,€2.04m,26.5
