footballer_id,league_id,team_id,footballer_name,club,league_name,trikot_num,position,birthday,age,nationality_img_path,height,feet,contract,market_value,footballer_img_path
90,tr1,4,Serdar Saatçı,Trabzonspor,Süper Lig,29,Centre-Back,"Feb 14, 2003",21,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,90m",right,"Jun 30, 2028",€3.50m,https://img.a.transfermarkt.technology/portrait/medium/655899-1726586934.jpg?lm=1
91,tr1,4,Arseniy Batagov,Trabzonspor,Süper Lig,44,Centre-Back,"Mar 5, 2002",22,https://tmssl.akamaized.net//images/flagge/verysmall/177.png?lm=1520611569,"1,85m",left,"Jun 30, 2028",€2.80m,https://img.a.transfermarkt.technology/portrait/medium/665048-1724162627.jpg?lm=1
92,tr1,4,Stefano Denswil,Trabzonspor,Süper Lig,24,Centre-Back,"May 7, 1993",31,https://tmssl.akamaized.net//images/flagge/verysmall/161.png?lm=1520611569,"1,88m",left,"Jun 30, 2025",€2.60m,https://img.a.transfermarkt.technology/portrait/medium/182923-1723802444.jpg?lm=1
93,tr1,4,Stefan Savic,Trabzonspor,Süper Lig,15,Centre-Back,"Jan 8, 1991",33,https://tmssl.akamaized.net//images/flagge/verysmall/216.png?lm=1520611569,"1,87m",right,"Jun 30, 2027",€2.00m,https://img.a.transfermarkt.technology/portrait/medium/107010-1723802375.jpg?lm=1
94,tr1,4,Hüseyin Türkmen,Trabzonspor,Süper Lig,4,Centre-Back,"Jan 1, 1998",26,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,83m",right,"Jun 30, 2027",€200k,https://img.a.transfermarkt.technology/portrait/medium/395862-1723801484.jpg?lm=1
95,tr1,4,Ali Şahin Yılmaz,Trabzonspor,Süper Lig,84,Centre-Back,"Jan 1, 2004",20,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,85m",right,"Jun 30, 2027",€100k,https://img.a.transfermarkt.technology/portrait/medium/743096-1723800391.jpg?lm=1
96,tr1,4,Eren Elmalı,Trabzonspor,Süper Lig,18,Left-Back,"Jul 7, 2000",24,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,81m",left,"Jun 30, 2027",€4.00m,https://img.a.transfermarkt.technology/portrait/medium/616894-1723801363.jpg?lm=1
97,tr1,4,Borna Barisic,Trabzonspor,Süper Lig,3,Left-Back,"Nov 10, 1992",32,https://tmssl.akamaized.net//images/flagge/verysmall/37.png?lm=1520611569,"1,86m",left,"Jun 30, 2026",€3.00m,https://img.a.transfermarkt.technology/portrait/medium/39125-1723800799.jpg?lm=1
98,tr1,4,Arif Boşluk,Trabzonspor,Süper Lig,77,Left-Back,"Jun 6, 2003",21,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,84m",left,"Jun 30, 2028",€275k,https://img.a.transfermarkt.technology/portrait/medium/801693-1723800674.jpg?lm=1
99,tr1,4,Pedro Malheiro,Trabzonspor,Süper Lig,79,Right-Back,"Jan 21, 2001",23,https://tmssl.akamaized.net//images/flagge/verysmall/136.png?lm=1520611569,"1,79m",right,"Jun 30, 2028",€5.00m,https://img.a.transfermarkt.technology/portrait/medium/818252-1723802085.jpg?lm=1
100,tr1,4,Serkan Asan,Trabzonspor,Süper Lig,20,Right-Back,"Apr 28, 1999",25,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,70m",right,"Jun 30, 2026",€325k,https://img.a.transfermarkt.technology/portrait/medium/491966-1723802305.jpg?lm=1
101,tr1,4,Batista Mendy,Trabzonspor,Süper Lig,6,Defensive Midfield,"Jan 12, 2000",24,https://tmssl.akamaized.net//images/flagge/verysmall/50.png?lm=1520611569,"1,91m",right,"Jun 30, 2027",€10.00m,https://img.a.transfermarkt.technology/portrait/medium/395234-1723800722.jpg?lm=1
102,tr1,4,John Lundstram,Trabzonspor,Süper Lig,5,Defensive Midfield,"Feb 18, 1994",30,https://tmssl.akamaized.net//images/flagge/verysmall/189.png?lm=1520611569,"1,81m",right,"Jun 30, 2027",€4.00m,https://img.a.transfermarkt.technology/portrait/medium/156941-1723801542.jpg?lm=1
103,tr1,4,Okay Yokuşlu,Trabzonspor,Süper Lig,35,Defensive Midfield,"Mar 9, 1994",30,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,91m",right,"Jun 30, 2027",€3.00m,https://img.a.transfermarkt.technology/portrait/medium/137616-1723801909.jpg?lm=1
104,tr1,4,Salih Malkoçoğlu,Trabzonspor,Süper Lig,74,Defensive Midfield,"Feb 23, 2005",19,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,90m",right,"Jun 30, 2028",€100k,https://img.a.transfermarkt.technology/portrait/medium/944442-1723802240.jpg?lm=1
105,tr1,4,Ozan Tufan,Trabzonspor,Süper Lig,11,Central Midfield,"Mar 23, 1995",29,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,82m",right,"Jun 30, 2027",€3.00m,https://img.a.transfermarkt.technology/portrait/medium/236471-1723803359.jpg?lm=1
106,tr1,4,Umut Güneş,Trabzonspor,Süper Lig,23,Central Midfield,"Mar 16, 2000",24,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,77m",left,"Jun 30, 2027",€2.70m,https://img.a.transfermarkt.technology/portrait/medium/422203-1723802938.jpg?lm=1
107,tr1,4,Enis Bardhi,Trabzonspor,Süper Lig,8,Attacking Midfield,"Jul 2, 1995",29,https://tmssl.akamaized.net//images/flagge/verysmall/100.png?lm=1520611569,"1,72m",right,"Jun 30, 2025",€6.00m,https://img.a.transfermarkt.technology/portrait/medium/245014-1723801171.jpg?lm=1
108,tr1,4,Muhammed Cham,Trabzonspor,Süper Lig,10,Attacking Midfield,"Sep 26, 2000",24,https://tmssl.akamaized.net//images/flagge/verysmall/127.png?lm=1520611569,"1,80m",left,"Jun 30, 2028",€6.00m,https://img.a.transfermarkt.technology/portrait/medium/422281-1725013078.jpg?lm=1
109,tr1,4,Mislav Orsic,Trabzonspor,Süper Lig,99,Left Winger,"Dec 29, 1992",31,https://tmssl.akamaized.net//images/flagge/verysmall/37.png?lm=1520611569,"1,79m",right,"Jun 30, 2025",€2.20m,https://img.a.transfermarkt.technology/portrait/medium/119150-1723801684.jpg?lm=1
110,tr1,4,Anthony Nwakaeme,Trabzonspor,Süper Lig,9,Left Winger,"Mar 21, 1989",35,https://tmssl.akamaized.net//images/flagge/verysmall/124.png?lm=1520611569,"1,85m",right,"Jun 30, 2026",€1.30m,https://img.a.transfermarkt.technology/portrait/medium/175988-1723800455.jpg?lm=1
111,tr1,4,Cihan Çanak,Trabzonspor,Süper Lig,61,Right Winger,"Jan 24, 2005",19,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,75m",left,"Jun 30, 2027",€3.50m,https://img.a.transfermarkt.technology/portrait/medium/743376-1723800902.jpg?lm=1
112,tr1,4,Edin Visca,Trabzonspor,Süper Lig,7,Right Winger,"Feb 17, 1990",34,https://tmssl.akamaized.net//images/flagge/verysmall/24.png?lm=1569523290,"1,72m",right,"Jun 30, 2025",€2.20m,https://img.a.transfermarkt.technology/portrait/medium/109217-1723801041.jpg?lm=1
113,tr1,4,Simon Banza,Trabzonspor,Süper Lig,17,Centre-Forward,"Aug 13, 1996",28,https://tmssl.akamaized.net//images/flagge/verysmall/193.png?lm=1520611569,"1,89m",right,"Jun 30, 2025",€16.00m,https://img.a.transfermarkt.technology/portrait/medium/344869-1726586877.jpg?lm=1
114,tr1,4,Enis Destan,Trabzonspor,Süper Lig,94,Centre-Forward,"Jun 15, 2002",22,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,86m",right,"Jun 30, 2028",€4.60m,https://img.a.transfermarkt.technology/portrait/medium/699980-1723801235.jpg?lm=1
115,tr1,4,Denis Drăguș,Trabzonspor,Süper Lig,70,Centre-Forward,"Jul 6, 1999",25,https://tmssl.akamaized.net//images/flagge/verysmall/140.png?lm=1520611569,"1,85m",right,"Jun 30, 2028",€4.00m,https://img.a.transfermarkt.technology/portrait/medium/405399-1723800925.jpg?lm=1
116,tr1,4,Umut Bozok,Trabzonspor,Süper Lig,19,Centre-Forward,"Sep 19, 1996",28,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,78m",right,"Jun 30, 2025",€1.80m,https://img.a.transfermarkt.technology/portrait/medium/259025-1723802633.jpg?lm=1
117,tr1,4,Poyraz Yıldırım,Trabzonspor,Süper Lig,90,Centre-Forward,"Jan 15, 2005",19,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,89m",left,"Jun 30, 2028",€800k,https://img.a.transfermarkt.technology/portrait/medium/993407-1723801083.jpg?lm=1
118,tr1,5,Muhammed Şengezer,Basaksehir FK,Süper Lig,16,Goalkeeper,"Jan 5, 1997",27,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,92m",right,"Jun 30, 2026",€1.90m,https://img.a.transfermarkt.technology/portrait/medium/330871-1695642978.png?lm=1
119,tr1,5,Deniz Dilmen,Basaksehir FK,Süper Lig,98,Goalkeeper,"Jun 5, 2005",19,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"2,00m",left,"Jun 30, 2027",€500k,https://img.a.transfermarkt.technology/portrait/medium/842465-1695644683.png?lm=1
120,tr1,5,Volkan Babacan,Basaksehir FK,Süper Lig,1,Goalkeeper,"Aug 11, 1988",36,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,92m",right,"Jun 30, 2025",€75k,https://img.a.transfermarkt.technology/portrait/medium/52261-1695642211.png?lm=1
121,tr1,5,Yusuf Yılmaz,Basaksehir FK,Süper Lig,78,Goalkeeper,"Apr 29, 2006",18,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,93m",right,"Jun 30, 2028",€50k,https://img.a.transfermarkt.technology/portrait/medium/1201580-1706454969.jpg?lm=1
122,tr1,5,Jerome Opoku,Basaksehir FK,Süper Lig,3,Centre-Back,"Oct 14, 1998",26,https://tmssl.akamaized.net//images/flagge/verysmall/54.png?lm=1520611569,"1,97m",left,"Jun 30, 2027",€2.60m,https://img.a.transfermarkt.technology/portrait/medium/408563-1695642294.png?lm=1
123,tr1,5,Ousseynou Ba,Basaksehir FK,Süper Lig,27,Centre-Back,"Nov 11, 1995",29,https://tmssl.akamaized.net//images/flagge/verysmall/149.png?lm=1520611569,"1,92m",right,"Jun 30, 2027",€2.60m,https://img.a.transfermarkt.technology/portrait/medium/520815-1695643849.png?lm=1
124,tr1,5,Hamza Güreler,Basaksehir FK,Süper Lig,15,Centre-Back,"Apr 10, 2006",18,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,92m",right,"Jun 30, 2026",€1.50m,https://img.a.transfermarkt.technology/portrait/medium/988247-1707687561.png?lm=1
125,tr1,5,Lucas Lima,Basaksehir FK,Süper Lig,6,Left-Back,"Oct 10, 1991",33,https://tmssl.akamaized.net//images/flagge/verysmall/26.png?lm=1520611569,"1,79m",left,"Jun 30, 2025",€1.00m,https://img.a.transfermarkt.technology/portrait/medium/182323-1695642485.png?lm=1
126,tr1,5,Emre Kaplan,Basaksehir FK,Süper Lig,75,Left-Back,"Jan 12, 2001",23,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,80m",left,"Jun 30, 2025",€500k,https://img.a.transfermarkt.technology/portrait/medium/645932-1707406110.png?lm=1
127,tr1,5,Eren Karaağaç,Basaksehir FK,Süper Lig,-,Left-Back,"May 24, 2004",20,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,85m",left,"Jun 30, 2025",€50k,https://img.a.transfermarkt.technology/portrait/medium/973234-1695643624.png?lm=1
128,tr1,5,Léo Duarte,Basaksehir FK,Süper Lig,5,Right-Back,"Jul 17, 1996",28,https://tmssl.akamaized.net//images/flagge/verysmall/26.png?lm=1520611569,"1,83m",right,"Jun 30, 2026",€3.30m,https://img.a.transfermarkt.technology/portrait/medium/312678-1695642440.png?lm=1
129,tr1,5,Ömer Ali Şahiner,Basaksehir FK,Süper Lig,42,Right-Back,"Jan 2, 1992",32,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,75m",right,"Jun 30, 2025",€450k,https://img.a.transfermarkt.technology/portrait/medium/110695-1695644115.png?lm=1
130,tr1,5,Burak Sefa Kavraz,Basaksehir FK,Süper Lig,70,Right-Back,"May 5, 2005",19,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,77m",right,"Jun 30, 2027",€50k,https://img.a.transfermarkt.technology/portrait/medium/1070799-1695644152.png?lm=1
131,tr1,5,Berat Özdemir,Basaksehir FK,Süper Lig,2,Defensive Midfield,"May 23, 1998",26,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,87m",right,"Jun 30, 2025",€5.50m,https://img.a.transfermarkt.technology/portrait/medium/483063-1695671006.png?lm=1
132,tr1,5,Onur Ergün,Basaksehir FK,Süper Lig,4,Defensive Midfield,"Nov 15, 1992",32,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,85m",right,"Jun 30, 2025",€500k,https://img.a.transfermarkt.technology/portrait/medium/293998-1695642339.png?lm=1
133,tr1,5,Berkay Özcan,Basaksehir FK,Süper Lig,10,Central Midfield,"Feb 15, 1998",26,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,78m",right,"Jun 30, 2027",€4.00m,https://img.a.transfermarkt.technology/portrait/medium/249952-1695642760.png?lm=1
134,tr1,5,Miguel Crespo,Basaksehir FK,Süper Lig,13,Central Midfield,"Sep 11, 1996",28,https://tmssl.akamaized.net//images/flagge/verysmall/136.png?lm=1520611569,"1,86m",right,"Jun 30, 2027",€3.50m,https://img.a.transfermarkt.technology/portrait/medium/498529-1696447057.png?lm=1
135,tr1,5,Olivier Kemen,Basaksehir FK,Süper Lig,8,Central Midfield,"Jul 20, 1996",28,https://tmssl.akamaized.net//images/flagge/verysmall/31.png?lm=1520611569,"1,79m",right,"Jun 30, 2027",€2.50m,https://img.a.transfermarkt.technology/portrait/medium/243725-1694079416.png?lm=1
136,tr1,5,Dimitrios Pelkas,Basaksehir FK,Süper Lig,14,Attacking Midfield,"Oct 26, 1993",31,https://tmssl.akamaized.net//images/flagge/verysmall/56.png?lm=1520611569,"1,75m",right,"Jun 30, 2026",€2.00m,https://img.a.transfermarkt.technology/portrait/medium/212832-1695642814.png?lm=1
137,tr1,5,Matchoi Djaló,Basaksehir FK,Süper Lig,22,Attacking Midfield,"Apr 10, 2003",21,https://tmssl.akamaized.net//images/flagge/verysmall/136.png?lm=1520611569,"1,80m",right,"Jun 30, 2027",€1.30m,https://img.a.transfermarkt.technology/portrait/medium/685887-1729151458.jpg?lm=1
138,tr1,5,Ömer Beyaz,Basaksehir FK,Süper Lig,17,Attacking Midfield,"Aug 29, 2003",21,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,71m",left,"Jun 30, 2027",€500k,https://img.a.transfermarkt.technology/portrait/medium/588020-1728310146.jpg?lm=1
139,tr1,5,Davidson,Basaksehir FK,Süper Lig,91,Left Winger,"Mar 5, 1991",33,https://tmssl.akamaized.net//images/flagge/verysmall/26.png?lm=1520611569,"1,77m",right,"Jun 30, 2025",€850k,https://img.a.transfermarkt.technology/portrait/medium/397090-1712671366.png?lm=1
140,tr1,5,Serdar Gürler,Basaksehir FK,Süper Lig,7,Left Winger,"Sep 14, 1991",33,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,75m",right,"Jun 30, 2025",€600k,https://img.a.transfermarkt.technology/portrait/medium/98512-1695642532.png?lm=1
141,tr1,5,Deniz Türüç,Basaksehir FK,Süper Lig,23,Right Winger,"Jan 29, 1993",31,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,77m",left,"Jun 30, 2026",€1.70m,https://img.a.transfermarkt.technology/portrait/medium/216662-1695643570.png?lm=1
142,tr1,5,Patryk Szysz,Basaksehir FK,Süper Lig,18,Right Winger,"Apr 1, 1998",26,https://tmssl.akamaized.net//images/flagge/verysmall/135.png?lm=1520611569,"1,77m",left,"Jun 30, 2025",€700k,https://img.a.transfermarkt.technology/portrait/medium/421710-1695643082.png?lm=1
143,tr1,5,Krzysztof Piatek,Basaksehir FK,Süper Lig,9,Centre-Forward,"Jul 1, 1995",29,https://tmssl.akamaized.net//images/flagge/verysmall/135.png?lm=1520611569,"1,83m",right,"Jun 30, 2026",€6.00m,https://img.a.transfermarkt.technology/portrait/medium/327757-1695642720.png?lm=1
144,tr1,5,João Figueiredo,Basaksehir FK,Süper Lig,25,Centre-Forward,"May 27, 1996",28,https://tmssl.akamaized.net//images/flagge/verysmall/26.png?lm=1520611569,"1,80m",right,"Jun 30, 2026",€2.70m,https://img.a.transfermarkt.technology/portrait/medium/439343-1695643787.png?lm=1
145,tr1,5,Philippe Keny,Basaksehir FK,Süper Lig,11,Centre-Forward,"May 18, 1999",25,https://tmssl.akamaized.net//images/flagge/verysmall/149.png?lm=1520611569,"1,90m",right,"Jun 30, 2025",€1.50m,https://img.a.transfermarkt.technology/portrait/medium/662208-1695643043.png?lm=1
146,tr1,6,Ivo Grbic,Caykur Rizespor,Süper Lig,30,Goalkeeper,"Jan 18, 1996",28,https://tmssl.akamaized.net//images/flagge/verysmall/37.png?lm=1520611569,"1,95m",right,"Jun 30, 2025",€3.00m,https://img.a.transfermarkt.technology/portrait/medium/226073-1729517533.jpg?lm=1
147,tr1,6,Tarık Çetin,Caykur Rizespor,Süper Lig,1,Goalkeeper,"Jan 8, 1997",27,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,93m",right,"Jun 30, 2025",€275k,https://img.a.transfermarkt.technology/portrait/medium/286170-1729514269.png?lm=1
148,tr1,6,Canberk Yurdakul,Caykur Rizespor,Süper Lig,40,Goalkeeper,"Apr 30, 2001",23,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,90m",right,"Jun 30, 2027",€50k,https://img.a.transfermarkt.technology/portrait/medium/539860-1708613423.png?lm=1
149,tr1,6,Attila Mocsi,Caykur Rizespor,Süper Lig,4,Centre-Back,"May 29, 2000",24,https://tmssl.akamaized.net//images/flagge/verysmall/178.png?lm=1521635893,"1,90m",right,"Jun 30, 2027",€1.80m,https://img.a.transfermarkt.technology/portrait/medium/496996-1729514433.jpg?lm=1
150,tr1,6,Khusniddin Alikulov,Caykur Rizespor,Süper Lig,2,Centre-Back,"Apr 4, 1999",25,https://tmssl.akamaized.net//images/flagge/verysmall/180.png?lm=1520611569,"1,86m",right,"Jun 30, 2026",€1.50m,https://img.a.transfermarkt.technology/portrait/medium/581429-1729514499.jpg?lm=1
151,tr1,6,Ayberk Karapo,Caykur Rizespor,Süper Lig,45,Centre-Back,"Jul 21, 2004",20,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,86m",right,"Jun 30, 2025",€1.10m,https://img.a.transfermarkt.technology/portrait/medium/1045547-1692636841.png?lm=1
152,tr1,6,Anıl Yaşar,Caykur Rizespor,Süper Lig,16,Centre-Back,"Jul 1, 2002",22,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,92m",left,"Jun 30, 2025",€325k,https://img.a.transfermarkt.technology/portrait/medium/685329-1729514807.jpg?lm=1
153,tr1,6,Casper Højer,Caykur Rizespor,Süper Lig,5,Left-Back,"Nov 20, 1994",30,https://tmssl.akamaized.net//images/flagge/verysmall/39.png?lm=1520611569,"1,83m",left,"Jun 30, 2026",€1.50m,https://img.a.transfermarkt.technology/portrait/medium/222977-1729514530.jpg?lm=1
154,tr1,6,İbrahim Pehlivan,Caykur Rizespor,Süper Lig,3,Left-Back,"Aug 21, 1993",31,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,83m",left,"Jun 30, 2025",€275k,https://img.a.transfermarkt.technology/portrait/medium/291760-1729514333.jpg?lm=1
155,tr1,6,Taha Şahin,Caykur Rizespor,Süper Lig,37,Right-Back,"Oct 22, 2000",24,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,78m",right,"Jun 30, 2027",€1.20m,https://img.a.transfermarkt.technology/portrait/medium/616885-1729515098.jpg?lm=1
156,tr1,6,Eray Korkmaz,Caykur Rizespor,Süper Lig,27,Right-Back,"Jun 8, 2003",21,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,82m",right,"Jun 30, 2026",€300k,https://img.a.transfermarkt.technology/portrait/medium/873440-1729515019.jpg?lm=1
157,tr1,6,Amir Hadziahmetovic,Caykur Rizespor,Süper Lig,20,Defensive Midfield,"Mar 8, 1997",27,https://tmssl.akamaized.net//images/flagge/verysmall/24.png?lm=1569523290,"1,80m",right,"Jun 30, 2025",€6.00m,https://img.a.transfermarkt.technology/portrait/medium/293213-1729514977.png?lm=1
158,tr1,6,Giannis Papanikolaou,Caykur Rizespor,Süper Lig,6,Defensive Midfield,"Nov 18, 1998",26,https://tmssl.akamaized.net//images/flagge/verysmall/56.png?lm=1520611569,"1,82m",left,"Jun 30, 2027",€1.40m,https://img.a.transfermarkt.technology/portrait/medium/448058-1729514560.jpg?lm=1
159,tr1,6,Efe Geçim,Caykur Rizespor,Süper Lig,50,Defensive Midfield,"Oct 23, 2004",20,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,82m",right,"Jun 30, 2028",€50k,https://img.a.transfermarkt.technology/portrait/medium/1065360-1729515149.jpg?lm=1
160,tr1,6,Ibrahim Olawoyin,Caykur Rizespor,Süper Lig,10,Central Midfield,"Dec 1, 1997",27,https://tmssl.akamaized.net//images/flagge/verysmall/124.png?lm=1520611569,"1,78m",right,"Jun 30, 2026",€1.70m,https://img.a.transfermarkt.technology/portrait/medium/672597-1693412858.png?lm=1
161,tr1,6,Muhamed Buljubasic,Caykur Rizespor,Süper Lig,18,Central Midfield,"Jul 4, 2004",20,https://tmssl.akamaized.net//images/flagge/verysmall/24.png?lm=1569523290,"1,80m",right,"Jun 30, 2028",€1.20m,https://img.a.transfermarkt.technology/portrait/medium/687800-1729514889.jpg?lm=1
162,tr1,6,Mithat Pala,Caykur Rizespor,Süper Lig,54,Central Midfield,"Aug 15, 2000",24,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,72m",right,"Jun 30, 2026",€900k,https://img.a.transfermarkt.technology/portrait/medium/703720-1729515175.jpg?lm=1
163,tr1,6,Dal Varesanovic,Caykur Rizespor,Süper Lig,8,Attacking Midfield,"May 23, 2001",23,https://tmssl.akamaized.net//images/flagge/verysmall/24.png?lm=1569523290,"1,77m",right,"Jun 30, 2026",€2.60m,https://img.a.transfermarkt.technology/portrait/medium/433105-1729514636.jpg?lm=1
